x,y,R,s,T
-1.830000,-0.530000,1.195764,0.020000,308.595990
1.810000,-0.550000,1.186253,0.020000,308.756284
1.830000,-0.550000,1.204262,0.020000,307.819657
1.830000,-0.530000,1.195764,0.020000,308.595990
1.810000,-0.530000,1.177625,0.020000,309.550541
1.850000,-0.550000,1.222333,0.020000,306.905957
1.870000,-0.550000,1.240462,0.020000,306.014812
1.870000,-0.530000,1.232214,0.020000,306.756789
1.850000,-0.530000,1.213961,0.020000,307.664871
1.890000,-0.550000,1.258649,0.020000,305.145853
1.910000,-0.550000,1.276890,0.020000,304.298709
1.910000,-0.530000,1.268878,0.020000,305.008185
1.890000,-0.530000,1.250520,0.020000,305.871357
1.930000,-0.550000,1.295182,0.020000,303.473014
1.950000,-0.550000,1.313525,0.020000,302.668402
1.950000,-0.530000,1.305738,0.020000,303.347091
1.930000,-0.530000,1.287284,0.020000,304.166890
1.970000,-0.550000,1.331915,0.020000,301.884511
1.990000,-0.550000,1.350351,0.020000,301.120999
1.990000,-0.530000,1.342778,0.020000,301.770470
1.970000,-0.530000,1.324236,0.020000,302.548409
2.010000,-0.550000,1.368831,0.020000,300.377443
2.030000,-0.530000,1.379983,0.020000,300.275755
2.010000,-0.530000,1.361360,0.020000,301.012896
-2.050000,-0.510000,1.391620,0.020000,300.147517
-2.050000,-0.490000,1.384850,0.020000,300.715980
-2.030000,-0.510000,1.372864,0.020000,300.877411
-2.010000,-0.510000,1.354144,0.020000,301.628341
-2.010000,-0.490000,1.347186,0.020000,302.223418
-2.030000,-0.490000,1.366001,0.020000,301.459581
-1.990000,-0.510000,1.335461,0.020000,302.399583
-1.970000,-0.510000,1.316816,0.020000,303.191562
-1.970000,-0.490000,1.309660,0.020000,303.813596
-1.990000,-0.490000,1.328405,0.020000,303.007960
-1.950000,-0.510000,1.298212,0.020000,304.004662
-1.930000,-0.510000,1.279650,0.020000,304.839272
-1.930000,-0.490000,1.272285,0.020000,305.489751
-1.950000,-0.490000,1.290953,0.020000,304.640725
-1.910000,-0.510000,1.261132,0.020000,305.695785
-1.890000,-0.510000,1.242660,0.020000,306.574600
-1.890000,-0.490000,1.235074,0.020000,307.255140
-1.910000,-0.490000,1.253658,0.020000,306.361085
-1.870000,-0.510000,1.224236,0.020000,307.476118
-1.850000,-0.510000,1.205863,0.020000,308.400746
-1.850000,-0.490000,1.198044,0.020000,309.113103
-1.870000,-0.490000,1.216535,0.020000,308.172338
1.850000,-0.510000,1.205863,0.020000,308.400746
1.870000,-0.510000,1.224236,0.020000,307.476118
1.870000,-0.490000,1.216535,0.020000,308.172338
1.850000,-0.490000,1.198044,0.020000,309.113103
1.890000,-0.510000,1.242660,0.020000,306.574600
1.910000,-0.510000,1.261132,0.020000,305.695785
1.910000,-0.490000,1.253658,0.020000,306.361085
1.890000,-0.490000,1.235074,0.020000,307.255140
1.930000,-0.510000,1.279650,0.020000,304.839272
1.950000,-0.510000,1.298212,0.020000,304.004662
1.950000,-0.490000,1.290953,0.020000,304.640725
1.930000,-0.490000,1.272285,0.020000,305.489751
1.970000,-0.510000,1.316816,0.020000,303.191562
1.990000,-0.510000,1.335461,0.020000,302.399583
1.990000,-0.490000,1.328405,0.020000,303.007960
1.970000,-0.490000,1.309660,0.020000,303.813596
2.010000,-0.510000,1.354144,0.020000,301.628341
2.030000,-0.510000,1.372864,0.020000,300.877411
2.030000,-0.490000,1.366001,0.020000,301.459581
2.010000,-0.490000,1.347186,0.020000,302.223418
2.050000,-0.510000,1.391620,0.020000,300.147517
2.050000,-0.490000,1.384850,0.020000,300.715980
-2.090000,-0.450000,1.410219,0.020000,300.321135
-2.070000,-0.470000,1.397306,0.020000,300.530051
-2.050000,-0.470000,1.378337,0.020000,301.265626
-2.050000,-0.450000,1.372085,0.020000,301.794947
-2.070000,-0.450000,1.391139,0.020000,301.047887
-2.030000,-0.470000,1.359398,0.020000,302.021388
-2.010000,-0.470000,1.340490,0.020000,302.797797
-2.010000,-0.450000,1.334060,0.020000,303.351137
-2.030000,-0.450000,1.353058,0.020000,302.562563
-1.990000,-0.470000,1.321614,0.020000,303.595244
-1.970000,-0.470000,1.302771,0.020000,304.414137
-1.970000,-0.450000,1.296155,0.020000,304.992820
-1.990000,-0.450000,1.315092,0.020000,304.161082
-1.950000,-0.470000,1.283964,0.020000,305.254891
-1.930000,-0.470000,1.265193,0.020000,306.117924
-1.930000,-0.450000,1.258378,0.020000,306.723392
-1.950000,-0.450000,1.277250,0.020000,305.846778
-1.910000,-0.470000,1.246460,0.020000,307.003663
-1.890000,-0.470000,1.227767,0.020000,307.912539
-1.890000,-0.450000,1.220744,0.020000,308.546363
-1.910000,-0.450000,1.239543,0.020000,307.623104
1.890000,-0.470000,1.227767,0.020000,307.912539
1.910000,-0.470000,1.246460,0.020000,307.003663
1.910000,-0.450000,1.239543,0.020000,307.623104
1.890000,-0.450000,1.220744,0.020000,308.546363
1.930000,-0.470000,1.265193,0.020000,306.117924
1.950000,-0.470000,1.283964,0.020000,305.254891
1.950000,-0.450000,1.277250,0.020000,305.846778
1.930000,-0.450000,1.258378,0.020000,306.723392
1.970000,-0.470000,1.302771,0.020000,304.414137
1.990000,-0.470000,1.321614,0.020000,303.595244
1.990000,-0.450000,1.315092,0.020000,304.161082
1.970000,-0.450000,1.296155,0.020000,304.992820
2.010000,-0.470000,1.340490,0.020000,302.797797
2.030000,-0.470000,1.359398,0.020000,302.021388
2.030000,-0.450000,1.353058,0.020000,302.562563
2.010000,-0.450000,1.334060,0.020000,303.351137
2.050000,-0.470000,1.378337,0.020000,301.265626
2.070000,-0.470000,1.397306,0.020000,300.530051
2.070000,-0.450000,1.391139,0.020000,301.047887
2.050000,-0.450000,1.372085,0.020000,301.794947
2.090000,-0.450000,1.410219,0.020000,300.321135
-2.110000,-0.430000,1.423577,0.020000,300.091001
-2.090000,-0.430000,1.404393,0.020000,300.807740
-2.090000,-0.410000,1.398830,0.020000,301.274507
-2.110000,-0.410000,1.418089,0.020000,300.546500
-2.070000,-0.430000,1.385233,0.020000,301.545520
-2.050000,-0.430000,1.366097,0.020000,302.303724
-2.050000,-0.410000,1.360377,0.020000,302.791651
-2.070000,-0.410000,1.379592,0.020000,302.022718
-2.030000,-0.430000,1.346986,0.020000,303.082780
-2.010000,-0.430000,1.327901,0.020000,303.883106
-2.010000,-0.410000,1.322015,0.020000,304.393380
-2.030000,-0.410000,1.341184,0.020000,303.581728
-1.990000,-0.430000,1.308843,0.020000,304.705129
-1.970000,-0.430000,1.289814,0.020000,305.549283
-1.970000,-0.410000,1.283754,0.020000,306.083174
-1.990000,-0.410000,1.302872,0.020000,305.227046
-1.950000,-0.430000,1.270815,0.020000,306.416012
-1.930000,-0.430000,1.251847,0.020000,307.305764
-1.930000,-0.410000,1.245602,0.020000,307.864654
-1.950000,-0.410000,1.264664,0.020000,306.962222
1.930000,-0.430000,1.251847,0.020000,307.305764
1.950000,-0.430000,1.270815,0.020000,306.416012
1.950000,-0.410000,1.264664,0.020000,306.962222
1.930000,-0.410000,1.245602,0.020000,307.864654
1.970000,-0.430000,1.289814,0.020000,305.549283
1.990000,-0.430000,1.308843,0.020000,304.705129
1.990000,-0.410000,1.302872,0.020000,305.227046
1.970000,-0.410000,1.283754,0.020000,306.083174
2.010000,-0.430000,1.327901,0.020000,303.883106
2.030000,-0.430000,1.346986,0.020000,303.082780
2.030000,-0.410000,1.341184,0.020000,303.581728
2.010000,-0.410000,1.322015,0.020000,304.393380
2.050000,-0.430000,1.366097,0.020000,302.303724
2.070000,-0.430000,1.385233,0.020000,301.545520
2.070000,-0.410000,1.379592,0.020000,302.022718
2.050000,-0.410000,1.360377,0.020000,302.791651
2.090000,-0.430000,1.404393,0.020000,300.807740
2.110000,-0.430000,1.423577,0.020000,300.091001
2.110000,-0.410000,1.418089,0.020000,300.546500
2.090000,-0.410000,1.398830,0.020000,301.274507
-2.130000,-0.390000,1.432211,0.020000,300.265438
-2.130000,-0.370000,1.427317,0.020000,300.673208
-2.110000,-0.390000,1.412862,0.020000,300.983284
-2.090000,-0.390000,1.393531,0.020000,301.720950
-2.090000,-0.370000,1.388500,0.020000,302.146827
-2.110000,-0.370000,1.407900,0.020000,301.399794
-2.070000,-0.390000,1.374219,0.020000,302.479196
-2.050000,-0.390000,1.354927,0.020000,303.258435
-2.050000,-0.370000,1.349753,0.020000,303.703793
-2.070000,-0.370000,1.369117,0.020000,302.914681
-2.030000,-0.390000,1.335657,0.020000,304.059103
-2.010000,-0.390000,1.316407,0.020000,304.881641
-2.010000,-0.370000,1.311080,0.020000,305.347581
-2.030000,-0.370000,1.330407,0.020000,304.514608
-1.990000,-0.390000,1.297181,0.020000,305.726502
-1.970000,-0.390000,1.277978,0.020000,306.594148
-1.970000,-0.370000,1.272490,0.020000,307.081867
-1.990000,-0.370000,1.291775,0.020000,306.203175
1.970000,-0.390000,1.277978,0.020000,306.594148
1.990000,-0.390000,1.297181,0.020000,305.726502
1.990000,-0.370000,1.291775,0.020000,306.203175
1.970000,-0.370000,1.272490,0.020000,307.081867
2.010000,-0.390000,1.316407,0.020000,304.881641
2.030000,-0.390000,1.335657,0.020000,304.059103
2.030000,-0.370000,1.330407,0.020000,304.514608
2.010000,-0.370000,1.311080,0.020000,305.347581
2.050000,-0.390000,1.354927,0.020000,303.258435
2.070000,-0.390000,1.374219,0.020000,302.479196
2.070000,-0.370000,1.369117,0.020000,302.914681
2.050000,-0.370000,1.349753,0.020000,303.703793
2.090000,-0.390000,1.393531,0.020000,301.720950
2.110000,-0.390000,1.412862,0.020000,300.983284
2.110000,-0.370000,1.407900,0.020000,301.399794
2.090000,-0.370000,1.388500,0.020000,302.146827
2.130000,-0.390000,1.432211,0.020000,300.265438
2.130000,-0.370000,1.427317,0.020000,300.673208
-2.170000,-0.330000,1.456778,0.020000,300.000881
-2.150000,-0.350000,1.441869,0.020000,300.345598
-2.130000,-0.350000,1.422443,0.020000,301.060586
-2.130000,-0.330000,1.417786,0.020000,301.427824
-2.150000,-0.330000,1.437275,0.020000,300.704616
-2.110000,-0.350000,1.403033,0.020000,301.795923
-2.090000,-0.350000,1.383640,0.020000,302.551883
-2.090000,-0.330000,1.378852,0.020000,302.935874
-2.110000,-0.330000,1.398312,0.020000,302.171421
-2.070000,-0.350000,1.364264,0.020000,303.328910
-2.050000,-0.350000,1.344855,0.020000,304.127450
-2.050000,-0.330000,1.339981,0.020000,304.529140
-2.070000,-0.330000,1.359408,0.020000,303.721629
-2.030000,-0.350000,1.325438,0.020000,304.947958
-2.010000,-0.350000,1.306038,0.020000,305.790900
-2.010000,-0.330000,1.301178,0.020000,306.211309
-2.030000,-0.330000,1.320571,0.020000,305.358874
2.010000,-0.350000,1.306038,0.020000,305.790900
2.030000,-0.350000,1.325438,0.020000,304.947958
2.030000,-0.330000,1.320571,0.020000,305.358874
2.010000,-0.330000,1.301178,0.020000,306.211309
2.050000,-0.350000,1.344855,0.020000,304.127450
2.070000,-0.350000,1.364264,0.020000,303.328910
2.070000,-0.330000,1.359408,0.020000,303.721629
2.050000,-0.330000,1.339981,0.020000,304.529140
2.090000,-0.350000,1.383640,0.020000,302.551883
2.110000,-0.350000,1.403033,0.020000,301.795923
2.110000,-0.330000,1.398312,0.020000,302.171421
2.090000,-0.330000,1.378852,0.020000,302.935874
2.130000,-0.350000,1.422443,0.020000,301.060586
2.150000,-0.350000,1.441869,0.020000,300.345598
2.150000,-0.330000,1.437275,0.020000,300.704616
2.130000,-0.330000,1.417786,0.020000,301.427824
2.170000,-0.330000,1.456778,0.020000,300.000881
-2.170000,-0.310000,1.452506,0.020000,300.333160
-2.170000,-0.290000,1.448499,0.020000,300.645241
-2.150000,-0.310000,1.432946,0.020000,301.043837
-2.130000,-0.310000,1.413397,0.020000,301.774635
-2.130000,-0.290000,1.409278,0.020000,302.100823
-2.150000,-0.290000,1.428883,0.020000,301.362826
-2.110000,-0.310000,1.393861,0.020000,302.526066
-2.090000,-0.310000,1.374339,0.020000,303.298566
-2.090000,-0.290000,1.370102,0.020000,303.639735
-2.110000,-0.290000,1.389684,0.020000,302.859641
-2.070000,-0.310000,1.354830,0.020000,304.092592
-2.050000,-0.310000,1.335336,0.020000,304.908609
-2.050000,-0.290000,1.330976,0.020000,305.265612
-2.070000,-0.290000,1.350533,0.020000,304.441567
-2.030000,-0.310000,1.315858,0.020000,305.747092
-2.010000,-0.310000,1.296395,0.020000,306.608531
-2.010000,-0.290000,1.291903,0.020000,306.982299
-2.030000,-0.290000,1.311432,0.020000,306.112356
2.010000,-0.310000,1.296395,0.020000,306.608531
2.030000,-0.310000,1.315858,0.020000,305.747092
2.030000,-0.290000,1.311432,0.020000,306.112356
2.010000,-0.290000,1.291903,0.020000,306.982299
2.050000,-0.310000,1.335336,0.020000,304.908609
2.070000,-0.310000,1.354830,0.020000,304.092592
2.070000,-0.290000,1.350533,0.020000,304.441567
2.050000,-0.290000,1.330976,0.020000,305.265612
2.090000,-0.310000,1.374339,0.020000,303.298566
2.110000,-0.310000,1.393861,0.020000,302.526066
2.110000,-0.290000,1.389684,0.020000,302.859641
2.090000,-0.290000,1.370102,0.020000,303.639735
2.130000,-0.310000,1.413397,0.020000,301.774635
2.150000,-0.310000,1.432946,0.020000,301.043837
2.150000,-0.290000,1.428883,0.020000,301.362826
2.130000,-0.290000,1.409278,0.020000,302.100823
2.170000,-0.310000,1.452506,0.020000,300.333160
2.170000,-0.290000,1.448499,0.020000,300.645241
-2.190000,-0.270000,1.464433,0.020000,300.233174
-2.170000,-0.270000,1.444757,0.020000,300.937249
-2.170000,-0.250000,1.441283,0.020000,301.209181
-2.190000,-0.250000,1.461006,0.020000,300.499093
-2.150000,-0.270000,1.425090,0.020000,301.661443
-2.130000,-0.270000,1.405432,0.020000,302.406189
-2.130000,-0.250000,1.401860,0.020000,302.690550
-2.150000,-0.250000,1.421567,0.020000,301.939502
-2.110000,-0.270000,1.385784,0.020000,303.171944
-2.090000,-0.270000,1.366146,0.020000,303.959167
-2.090000,-0.250000,1.362471,0.020000,304.256662
-2.110000,-0.250000,1.382161,0.020000,303.462780
-2.070000,-0.270000,1.346519,0.020000,304.768331
-2.050000,-0.270000,1.326903,0.020000,305.599917
-2.050000,-0.250000,1.323119,0.020000,305.911306
-2.070000,-0.250000,1.342790,0.020000,305.072673
2.050000,-0.270000,1.326903,0.020000,305.599917
2.070000,-0.270000,1.346519,0.020000,304.768331
2.070000,-0.250000,1.342790,0.020000,305.072673
2.050000,-0.250000,1.323119,0.020000,305.911306
2.090000,-0.270000,1.366146,0.020000,303.959167
2.110000,-0.270000,1.385784,0.020000,303.171944
2.110000,-0.250000,1.382161,0.020000,303.462780
2.090000,-0.250000,1.362471,0.020000,304.256662
2.130000,-0.270000,1.405432,0.020000,302.406189
2.150000,-0.270000,1.425090,0.020000,301.661443
2.150000,-0.250000,1.421567,0.020000,301.939502
2.130000,-0.250000,1.401860,0.020000,302.690550
2.170000,-0.270000,1.444757,0.020000,300.937249
2.190000,-0.270000,1.464433,0.020000,300.233174
2.190000,-0.250000,1.461006,0.020000,300.499093
2.170000,-0.250000,1.441283,0.020000,301.209181
-2.210000,-0.230000,1.477617,0.020000,300.049707
-2.210000,-0.210000,1.474763,0.020000,300.270940
-2.190000,-0.230000,1.457845,0.020000,300.745262
-2.170000,-0.230000,1.438078,0.020000,301.460824
-2.170000,-0.210000,1.435146,0.020000,301.692039
-2.190000,-0.210000,1.454952,0.020000,300.971358
-2.150000,-0.230000,1.418319,0.020000,302.196835
-2.130000,-0.230000,1.398566,0.020000,302.953729
-2.130000,-0.210000,1.395550,0.020000,303.195565
-2.150000,-0.210000,1.415345,0.020000,302.433288
-2.110000,-0.230000,1.378820,0.020000,303.731968
-2.090000,-0.230000,1.359081,0.020000,304.532028
-2.090000,-0.210000,1.355978,0.020000,304.785089
-2.110000,-0.210000,1.375761,0.020000,303.979338
-2.070000,-0.230000,1.339351,0.020000,305.354395
-2.050000,-0.230000,1.319628,0.020000,306.199569
-2.050000,-0.210000,1.316431,0.020000,306.464514
-2.070000,-0.210000,1.336201,0.020000,305.613312
2.050000,-0.230000,1.319628,0.020000,306.199569
2.070000,-0.230000,1.339351,0.020000,305.354395
2.070000,-0.210000,1.336201,0.020000,305.613312
2.050000,-0.210000,1.316431,0.020000,306.464514
2.090000,-0.230000,1.359081,0.020000,304.532028
2.110000,-0.230000,1.378820,0.020000,303.731968
2.110000,-0.210000,1.375761,0.020000,303.979338
2.090000,-0.210000,1.355978,0.020000,304.785089
2.130000,-0.230000,1.398566,0.020000,302.953729
2.150000,-0.230000,1.418319,0.020000,302.196835
2.150000,-0.210000,1.415345,0.020000,302.433288
2.130000,-0.210000,1.395550,0.020000,303.195565
2.170000,-0.230000,1.438078,0.020000,301.460824
2.190000,-0.230000,1.457845,0.020000,300.745262
2.190000,-0.210000,1.454952,0.020000,300.971358
2.170000,-0.210000,1.435146,0.020000,301.692039
2.210000,-0.230000,1.477617,0.020000,300.049707
2.210000,-0.210000,1.474763,0.020000,300.270940
-2.210000,-0.190000,1.472176,0.020000,300.472198
-2.210000,-0.170000,1.469855,0.020000,300.653935
-2.190000,-0.190000,1.452329,0.020000,301.177351
-2.170000,-0.190000,1.432486,0.020000,301.902684
-2.170000,-0.170000,1.430102,0.020000,302.092633
-2.190000,-0.170000,1.449977,0.020000,301.363098
-2.150000,-0.190000,1.412648,0.020000,302.648715
-2.130000,-0.190000,1.392815,0.020000,303.415906
-2.130000,-0.170000,1.390362,0.020000,303.614614
-2.150000,-0.170000,1.410230,0.020000,302.842983
-2.110000,-0.190000,1.372986,0.020000,304.204732
-2.090000,-0.190000,1.353163,0.020000,305.015681
-2.090000,-0.170000,1.350638,0.020000,305.223652
-2.110000,-0.170000,1.370498,0.020000,304.408006
-2.070000,-0.190000,1.333344,0.020000,305.849252
-2.050000,-0.190000,1.313532,0.020000,306.705960
-2.050000,-0.170000,1.310931,0.020000,306.923744
-2.070000,-0.170000,1.330782,0.020000,306.062058
2.050000,-0.190000,1.313532,0.020000,306.705960
2.070000,-0.190000,1.333344,0.020000,305.849252
2.070000,-0.170000,1.330782,0.020000,306.062058
2.050000,-0.170000,1.310931,0.020000,306.923744
2.090000,-0.190000,1.353163,0.020000,305.015681
2.110000,-0.190000,1.372986,0.020000,304.204732
2.110000,-0.170000,1.370498,0.020000,304.408006
2.090000,-0.170000,1.350638,0.020000,305.223652
2.130000,-0.190000,1.392815,0.020000,303.415906
2.150000,-0.190000,1.412648,0.020000,302.648715
2.150000,-0.170000,1.410230,0.020000,302.842983
2.130000,-0.170000,1.390362,0.020000,303.614614
2.170000,-0.190000,1.432486,0.020000,301.902684
2.190000,-0.190000,1.452329,0.020000,301.177351
2.190000,-0.170000,1.449977,0.020000,301.363098
2.170000,-0.170000,1.430102,0.020000,302.092633
2.210000,-0.190000,1.472176,0.020000,300.472198
2.210000,-0.170000,1.469855,0.020000,300.653935
-2.230000,-0.150000,1.487713,0.020000,300.123431
-2.210000,-0.150000,1.467804,0.020000,300.815664
-2.210000,-0.130000,1.466022,0.020000,300.957388
-2.230000,-0.130000,1.485956,0.020000,300.261300
-2.190000,-0.150000,1.447897,0.020000,301.528486
-2.170000,-0.150000,1.427993,0.020000,302.261770
-2.170000,-0.130000,1.426162,0.020000,302.409990
-2.190000,-0.130000,1.446091,0.020000,301.673417
-2.150000,-0.150000,1.408092,0.020000,303.015972
-2.130000,-0.150000,1.388193,0.020000,303.791564
-2.130000,-0.130000,1.386310,0.020000,303.946642
-2.150000,-0.130000,1.406235,0.020000,303.167573
-2.110000,-0.150000,1.368298,0.020000,304.589029
-2.090000,-0.150000,1.348405,0.020000,305.408866
-2.090000,-0.130000,1.346466,0.020000,305.571200
-2.110000,-0.130000,1.366387,0.020000,304.747683
2.090000,-0.150000,1.348405,0.020000,305.408866
2.110000,-0.150000,1.368298,0.020000,304.589029
2.110000,-0.130000,1.366387,0.020000,304.747683
2.090000,-0.130000,1.346466,0.020000,305.571200
2.130000,-0.150000,1.388193,0.020000,303.791564
2.150000,-0.150000,1.408092,0.020000,303.015972
2.150000,-0.130000,1.406235,0.020000,303.167573
2.130000,-0.130000,1.386310,0.020000,303.946642
2.170000,-0.150000,1.427993,0.020000,302.261770
2.190000,-0.150000,1.447897,0.020000,301.528486
2.190000,-0.130000,1.446091,0.020000,301.673417
2.170000,-0.130000,1.426162,0.020000,302.409990
2.210000,-0.150000,1.467804,0.020000,300.815664
2.230000,-0.150000,1.487713,0.020000,300.123431
2.230000,-0.130000,1.485956,0.020000,300.261300
2.210000,-0.130000,1.466022,0.020000,300.957388
-2.230000,-0.110000,1.484465,0.020000,300.380398
-2.210000,-0.110000,1.464512,0.020000,301.079028
-2.210000,-0.090000,1.463273,0.020000,301.180492
-2.230000,-0.090000,1.483244,0.020000,300.479713
-2.190000,-0.110000,1.444560,0.020000,301.797801
-2.170000,-0.110000,1.424609,0.020000,302.537202
-2.170000,-0.090000,1.423336,0.020000,302.643326
-2.190000,-0.090000,1.443304,0.020000,301.901563
-2.150000,-0.110000,1.404660,0.020000,303.297692
-2.130000,-0.110000,1.384712,0.020000,304.079749
-2.130000,-0.090000,1.383402,0.020000,304.190800
-2.150000,-0.090000,1.403369,0.020000,303.406245
-2.110000,-0.110000,1.364766,0.020000,304.883865
-2.090000,-0.110000,1.344821,0.020000,305.710545
-2.090000,-0.090000,1.343472,0.020000,305.826808
-2.110000,-0.090000,1.363437,0.020000,304.997485
2.090000,-0.110000,1.344821,0.020000,305.710545
2.110000,-0.110000,1.364766,0.020000,304.883865
2.110000,-0.090000,1.363437,0.020000,304.997485
2.090000,-0.090000,1.343472,0.020000,305.826808
2.130000,-0.110000,1.384712,0.020000,304.079749
2.150000,-0.110000,1.404660,0.020000,303.297692
2.150000,-0.090000,1.403369,0.020000,303.406245
2.130000,-0.090000,1.383402,0.020000,304.190800
2.170000,-0.110000,1.424609,0.020000,302.537202
2.190000,-0.110000,1.444560,0.020000,301.797801
2.190000,-0.090000,1.443304,0.020000,301.901563
2.170000,-0.090000,1.423336,0.020000,302.643326
2.210000,-0.110000,1.464512,0.020000,301.079028
2.230000,-0.110000,1.484465,0.020000,300.380398
2.230000,-0.090000,1.483244,0.020000,300.479713
2.210000,-0.090000,1.463273,0.020000,301.180492
-2.230000,-0.070000,1.482290,0.020000,300.559084
-2.210000,-0.070000,1.462307,0.020000,301.261718
-2.210000,-0.050000,1.461614,0.020000,301.322646
-2.230000,-0.050000,1.481607,0.020000,300.618664
-2.190000,-0.070000,1.442325,0.020000,301.984634
-2.170000,-0.070000,1.422343,0.020000,302.728295
-2.170000,-0.050000,1.421630,0.020000,302.792060
-2.190000,-0.050000,1.441622,0.020000,302.046964
-2.150000,-0.070000,1.402361,0.020000,303.493165
-2.130000,-0.070000,1.382380,0.020000,304.279725
-2.130000,-0.050000,1.381647,0.020000,304.346466
-2.150000,-0.050000,1.401639,0.020000,303.558399
-2.110000,-0.070000,1.362400,0.020000,305.088470
-2.090000,-0.070000,1.342420,0.020000,305.919913
-2.090000,-0.050000,1.341665,0.020000,305.989795
-2.110000,-0.050000,1.361656,0.020000,305.156759
2.090000,-0.070000,1.342420,0.020000,305.919913
2.110000,-0.070000,1.362400,0.020000,305.088470
2.110000,-0.050000,1.361656,0.020000,305.156759
2.090000,-0.050000,1.341665,0.020000,305.989795
2.130000,-0.070000,1.382380,0.020000,304.279725
2.150000,-0.070000,1.402361,0.020000,303.493165
2.150000,-0.050000,1.401639,0.020000,303.558399
2.130000,-0.050000,1.381647,0.020000,304.346466
2.170000,-0.070000,1.422343,0.020000,302.728295
2.190000,-0.070000,1.442325,0.020000,301.984634
2.190000,-0.050000,1.441622,0.020000,302.046964
2.170000,-0.050000,1.421630,0.020000,302.792060
2.210000,-0.070000,1.462307,0.020000,301.261718
2.230000,-0.070000,1.482290,0.020000,300.559084
2.230000,-0.050000,1.481607,0.020000,300.618664
2.210000,-0.050000,1.461614,0.020000,301.322646
-2.230000,-0.030000,1.481193,0.020000,300.658293
-2.210000,-0.030000,1.461195,0.020000,301.363239
-2.210000,-0.010000,1.461049,0.020000,301.383519
-2.230000,-0.010000,1.481049,0.020000,300.678005
-2.190000,-0.030000,1.441197,0.020000,302.088520
-2.170000,-0.030000,1.421199,0.020000,302.834583
-2.170000,-0.010000,1.421049,0.020000,302.855848
-2.190000,-0.010000,1.441049,0.020000,302.109296
-2.150000,-0.030000,1.401201,0.020000,303.601907
-2.130000,-0.030000,1.381203,0.020000,304.390982
-2.130000,-0.010000,1.381049,0.020000,304.413246
-2.150000,-0.010000,1.401049,0.020000,303.623667
-2.110000,-0.030000,1.361206,0.020000,305.202310
-2.090000,-0.030000,1.341208,0.020000,306.036409
-2.090000,-0.010000,1.341049,0.020000,306.059724
-2.110000,-0.010000,1.361049,0.020000,305.225092
2.090000,-0.030000,1.341208,0.020000,306.036409
2.110000,-0.030000,1.361206,0.020000,305.202310
2.110000,-0.010000,1.361049,0.020000,305.225092
2.090000,-0.010000,1.341049,0.020000,306.059724
2.130000,-0.030000,1.381203,0.020000,304.390982
2.150000,-0.030000,1.401201,0.020000,303.601907
2.150000,-0.010000,1.401049,0.020000,303.623667
2.130000,-0.010000,1.381049,0.020000,304.413246
2.170000,-0.030000,1.421199,0.020000,302.834583
2.190000,-0.030000,1.441197,0.020000,302.088520
2.190000,-0.010000,1.441049,0.020000,302.109296
2.170000,-0.010000,1.421049,0.020000,302.855848
2.210000,-0.030000,1.461195,0.020000,301.363239
2.230000,-0.030000,1.481193,0.020000,300.658293
2.230000,-0.010000,1.481049,0.020000,300.678005
2.210000,-0.010000,1.461049,0.020000,301.383519
-2.230000,0.010000,1.481049,0.020000,300.678005
-2.210000,0.010000,1.461049,0.020000,301.383519
-2.210000,0.030000,1.461195,0.020000,301.363239
-2.230000,0.030000,1.481193,0.020000,300.658293
-2.190000,0.010000,1.441049,0.020000,302.109296
-2.170000,0.010000,1.421049,0.020000,302.855848
-2.170000,0.030000,1.421199,0.020000,302.834583
-2.190000,0.030000,1.441197,0.020000,302.088520
-2.150000,0.010000,1.401049,0.020000,303.623667
-2.130000,0.010000,1.381049,0.020000,304.413246
-2.130000,0.030000,1.381203,0.020000,304.390982
-2.150000,0.030000,1.401201,0.020000,303.601907
-2.110000,0.010000,1.361049,0.020000,305.225092
-2.090000,0.010000,1.341049,0.020000,306.059724
-2.090000,0.030000,1.341208,0.020000,306.036409
-2.110000,0.030000,1.361206,0.020000,305.202310
2.090000,0.010000,1.341049,0.020000,306.059724
2.110000,0.010000,1.361049,0.020000,305.225092
2.110000,0.030000,1.361206,0.020000,305.202310
2.090000,0.030000,1.341208,0.020000,306.036409
2.130000,0.010000,1.381049,0.020000,304.413246
2.150000,0.010000,1.401049,0.020000,303.623667
2.150000,0.030000,1.401201,0.020000,303.601907
2.130000,0.030000,1.381203,0.020000,304.390982
2.170000,0.010000,1.421049,0.020000,302.855848
2.190000,0.010000,1.441049,0.020000,302.109296
2.190000,0.030000,1.441197,0.020000,302.088520
2.170000,0.030000,1.421199,0.020000,302.834583
2.210000,0.010000,1.461049,0.020000,301.383519
2.230000,0.010000,1.481049,0.020000,300.678005
2.230000,0.030000,1.481193,0.020000,300.658293
2.210000,0.030000,1.461195,0.020000,301.363239
-2.230000,0.050000,1.481607,0.020000,300.618664
-2.210000,0.050000,1.461614,0.020000,301.322646
-2.210000,0.070000,1.462307,0.020000,301.261718
-2.230000,0.070000,1.482290,0.020000,300.559084
-2.190000,0.050000,1.441622,0.020000,302.046964
-2.170000,0.050000,1.421630,0.020000,302.792060
-2.170000,0.070000,1.422343,0.020000,302.728295
-2.190000,0.070000,1.442325,0.020000,301.984634
-2.150000,0.050000,1.401639,0.020000,303.558399
