x,y,R,s,phi,sigma_xx,sigma_yy,tau_xy,epsilon_xx,epsilon_yy,epsilon_xy
-1.400000,-1.600000,0.400065,0.080000,-8827164141.012678,-13514403.762911,10662258.013955,-4422069.566223,-0.000238,0.000217,-0.000083
-1.320000,-1.600000,0.400009,0.080000,-8827516754.044041,-11807545.117142,8962468.415803,-3037373.450596,-0.000206,0.000185,-0.000057
-1.240000,-1.600000,0.400194,0.080000,-8827811897.438705,-10368692.258072,7529139.948429,-2052472.265246,-0.000179,0.000158,-0.000039
-1.160000,-1.600000,0.400073,0.080000,-8828058745.827330,-9161723.524213,6326444.019260,-1350672.901398,-0.000157,0.000135,-0.000025
-1.080000,-1.600000,0.400006,0.080000,-8828265004.281656,-8151617.658079,5319627.916295,-851088.355491,-0.000138,0.000116,-0.000016
-1.000000,-1.600000,0.400179,0.080000,-8828437126.565115,-7307111.158641,4477651.386181,-497189.270088,-0.000122,0.000100,-0.000009
-0.920000,-1.600000,0.400083,0.080000,-8828580511.736584,-6601430.228024,3773917.624887,-249115.938709,-0.000108,0.000087,-0.000005
-0.840000,-1.600000,0.400004,0.080000,-8828699673.417700,-6012166.967060,3186155.569953,-78503.431038,-0.000097,0.000076,-0.000001
-0.760000,-1.600000,0.400165,0.080000,-8828798381.942533,-5520820.027390,2695968.226548,35021.314863,-0.000088,0.000067,0.000001
-0.680000,-1.600000,0.400093,0.080000,-8828879781.997589,-5112245.383175,2288290.562843,106228.593144,-0.000080,0.000059,0.000002
-0.600000,-1.600000,0.400002,0.080000,-8828946489.072418,-4774126.824088,1950865.917381,145929.672765,-0.000074,0.000053,0.000003
-0.520000,-1.600000,0.400152,0.080000,-8829000667.993946,-4496509.408205,1673784.121918,162118.646105,-0.000069,0.000047,0.000003
-0.440000,-1.600000,0.400104,0.080000,-8829044096.460367,-4271407.791251,1449093.388919,160774.018746,-0.000065,0.000043,0.000003
-0.360000,-1.600000,0.400001,0.080000,-8829078216.038858,-4092487.423095,1270484.189514,146428.139887,-0.000061,0.000040,0.000003
-0.280000,-1.600000,0.400139,0.080000,-8829104172.640892,-3954811.313543,1133037.978799,122577.463023,-0.000059,0.000037,0.000002
-0.200000,-1.600000,0.400115,0.080000,-8829122848.079824,-3854643.787637,1033032.395503,91983.525121,-0.000057,0.000035,0.000002
-0.120000,-1.600000,0.400000,0.080000,-8829134883.956324,-3789303.308539,967795.101046,56899.303508,-0.000055,0.000034,0.000001
-0.040000,-1.600000,0.400126,0.080000,-8829140698.807251,-3757057.814874,935599.804090,19245.597382,-0.000055,0.000034,0.000000
0.040000,-1.600000,0.400126,0.080000,-8829140499.184181,-3757057.635803,935599.626489,-19244.391292,-0.000055,0.000034,-0.000000
0.120000,-1.600000,0.400000,0.080000,-8829134285.088228,-3789302.770038,967794.562068,-56898.109821,-0.000055,0.000034,-0.000001
0.200000,-1.600000,0.400115,0.080000,-8829121849.970184,-3854642.875842,1033031.486602,-91982.356277,-0.000057,0.000035,-0.000002
0.280000,-1.600000,0.400139,0.080000,-8829102775.295523,-3954810.010752,1133036.678879,-122576.333128,-0.000059,0.000037,-0.000002
0.360000,-1.600000,0.400001,0.080000,-8829076419.466110,-4092485.700673,1270482.471740,-146427.065944,-0.000061,0.000040,-0.000003
0.440000,-1.600000,0.400104,0.080000,-8829041900.671251,-4271405.613157,1449091.215301,-160773.021311,-0.000065,0.000043,-0.000003
0.520000,-1.600000,0.400152,0.080000,-8828998073.002386,-4496506.728212,1673781.442565,-162117.750170,-0.000069,0.000047,-0.000003
0.600000,-1.600000,0.400002,0.080000,-8828943494.895638,-4774123.577621,1950862.677119,-145928.910017,-0.000074,0.000053,-0.000003
0.680000,-1.600000,0.400093,0.080000,-8828876388.656351,-5112241.497759,2288286.685837,-106228.004544,-0.000080,0.000059,-0.000002
0.760000,-1.600000,0.400165,0.080000,-8828794589.461702,-5520815.412611,2695963.621070,-35020.953589,-0.000088,0.000067,-0.000001
0.840000,-1.600000,0.400004,0.080000,-8828695481.826805,-6012161.513017,3186150.124489,78503.495332,-0.000097,0.000076,0.000001
0.920000,-1.600000,0.400083,0.080000,-8828575921.070568,-6601423.798260,3773911.207886,249115.613650,-0.000108,0.000087,0.000005
1.000000,-1.600000,0.400179,0.080000,-8828432136.865133,-7307103.590637,4477643.835576,497188.432467,-0.000122,0.000100,0.000009
1.080000,-1.600000,0.400006,0.080000,-8828259615.596121,-8151608.757079,5319619.034761,851086.839537,-0.000138,0.000116,0.000016
1.160000,-1.600000,0.400073,0.080000,-8828052958.213207,-9161713.053280,6326433.572732,1350670.481182,-0.000157,0.000135,0.000025
1.240000,-1.600000,0.400194,0.080000,-8827805710.962984,-10368679.934876,7529127.656532,2052468.629760,-0.000179,0.000158,0.000039
1.320000,-1.600000,0.400009,0.080000,-8827510168.785524,-11807530.608867,8962453.946980,3037368.168690,-0.000206,0.000185,0.000057
1.400000,-1.600000,0.400065,0.080000,-8827157157.064112,-13514386.684032,10662240.985882,4422062.034912,-0.000238,0.000217,0.000083
1.480000,-1.600000,0.400209,0.080000,-8826735810.520874,-15519723.399240,12658715.396712,6376040.151242,-0.000276,0.000255,0.000120
1.560000,-1.600000,0.400012,0.080000,-8826233395.641457,-17833201.530358,14961511.045534,9146461.960474,-0.000320,0.000298,0.000172
1.640000,-1.600000,0.400056,0.080000,-8825635279.480442,-20411497.177454,17527905.548663,13093353.263252,-0.000368,0.000347,0.000247
1.720000,-1.600000,0.400225,0.080000,-8824925261.081400,-23092418.716847,20197799.039349,18735653.827689,-0.000419,0.000397,0.000353
1.800000,-1.600000,0.400016,0.080000,-8824086705.153915,-25463858.327082,22564337.773349,26800153.143512,-0.000463,0.000442,0.000505
1.880000,-1.600000,0.400048,0.080000,-8823105345.530731,-26612617.840303,23725533.564353,38238168.118805,-0.000485,0.000463,0.000720
1.960000,-1.600000,0.400241,0.080000,-8821975402.041275,-24595511.151028,21575555.514443,54364972.699519,-0.000446,0.000424,0.001024
2.040000,-1.600000,0.400021,0.080000,-8820711902.981493,-15805944.752324,12746544.163296,74928088.781551,-0.000281,0.000257,0.001412
2.120000,-1.600000,0.380012,0.080000,-8819373535.468594,5739585.265895,-8998668.519935,99611614.080550,0.000127,-0.000151,0.001877
-2.120000,-1.520000,0.380207,0.080000,-8820877583.826729,21648303.026408,-25254286.348813,-72035494.330134,0.000428,-0.000455,-0.001357
-2.040000,-1.520000,0.460171,0.080000,-8821724675.935995,2099378.693555,-5231018.398007,-60389142.976069,0.000057,-0.000081,-0.001138
-1.960000,-1.520000,0.480201,0.080000,-8822608461.322044,-9178775.829910,6105687.653989,-47841134.984977,-0.000156,0.000132,-0.000901
-1.880000,-1.520000,0.480040,0.080000,-8823455965.559366,-14663459.111973,11774377.216959,-36337314.514496,-0.000260,0.000238,-0.000685
-1.800000,-1.520000,0.480013,0.080000,-8824231257.919306,-16601554.290644,13690170.518194,-27189063.602970,-0.000296,0.000274,-0.000512
-1.720000,-1.520000,0.480187,0.080000,-8824920788.963760,-16657466.624703,13746040.986723,-20158225.348177,-0.000297,0.000275,-0.000380
-1.640000,-1.520000,0.480047,0.080000,-8825523389.162071,-15778783.854935,12877102.694149,-14882129.828780,-0.000281,0.000259,-0.000280
-1.560000,-1.520000,0.480010,0.080000,-8826044133.086220,-14503795.343577,11614867.133162,-10967563.007767,-0.000257,0.000235,-0.000207
-1.480000,-1.520000,0.480174,0.080000,-8826490816.536631,-13122747.146187,10246362.833784,-8075768.513559,-0.000231,0.000209,-0.000152
-1.400000,-1.520000,0.480054,0.080000,-8826872038.074467,-11782983.329680,8917646.990905,-5940499.858515,-0.000206,0.000184,-0.000112
-1.320000,-1.520000,0.480007,0.080000,-8827196213.527695,-10552382.905634,7696260.188933,-4361432.375029,-0.000183,0.000161,-0.000082
-1.240000,-1.520000,0.480162,0.080000,-8827471113.325171,-9456059.530142,6607396.817785,-3191022.427888,-0.000162,0.000141,-0.000060
-1.160000,-1.520000,0.480061,0.080000,-8827703683.379316,-8497045.472727,5654324.495889,-2321628.387048,-0.000144,0.000123,-0.000044
-1.080000,-1.520000,0.480005,0.080000,-8827900013.776632,-7667716.498659,4829686.003065,-1674933.285340,-0.000128,0.000107,-0.000032
-1.000000,-1.520000,0.480149,0.080000,-8828065379.855547,-6955971.656539,4121627.500710,-1193879.843087,-0.000115,0.000094,-0.000022
-0.920000,-1.520000,0.480069,0.080000,-8828204314.619345,-6348481.981340,3517029.813563,-836738.931858,-0.000104,0.000082,-0.000016
-0.840000,-1.520000,0.480003,0.080000,-8828320690.732376,-5832320.816513,3003136.674368,-572824.143405,-0.000094,0.000073,-0.000011
-0.760000,-1.520000,0.480138,0.080000,-8828417801.054241,-5395713.658733,2568308.522598,-379419.935799,-0.000086,0.000064,-0.000007
-0.680000,-1.520000,0.480077,0.080000,-8828498432.525063,-5028319.506065,2202309.646329,-239584.055043,-0.000079,0.000057,-0.000005
-0.600000,-1.520000,0.480001,0.080000,-8828564931.352657,-4721272.259217,1896355.338044,-140572.597426,-0.000073,0.000052,-0.000003
-0.520000,-1.520000,0.480126,0.080000,-8828619259.076441,-4467107.778658,1643043.945840,-72706.253818,-0.000068,0.000047,-0.000001
-0.440000,-1.520000,0.480086,0.080000,-8828663039.871065,-4259644.604239,1436241.683828,-28548.660224,-0.000064,0.000043,-0.000001
-0.360000,-1.520000,0.480001,0.080000,-8828697599.784910,-4093854.316806,1270956.209453,-2305.512386,-0.000061,0.000040,-0.000000
-0.280000,-1.520000,0.480116,0.080000,-8828723998.697975,-3965739.843032,1143217.380436,10620.245162,-0.000059,0.000037,0.000000
-0.200000,-1.520000,0.480096,0.080000,-8828743055.748327,-3872230.378024,1049974.033444,13963.245291,-0.000057,0.000036,0.000000
-0.120000,-1.520000,0.480000,0.080000,-8828755368.879293,-3811096.590628,989010.507853,10853.765101,-0.000056,0.000035,0.000000
-0.040000,-1.520000,0.480105,0.080000,-8828761329.037300,-3780887.211410,958884.168854,4023.467627,-0.000055,0.000034,0.000000
0.040000,-1.520000,0.480105,0.080000,-8828761129.417540,-3780887.039860,958883.999165,-4022.604216,-0.000055,0.000034,-0.000000
0.120000,-1.520000,0.480000,0.080000,-8828754770.021076,-3811096.075115,989009.992718,-10852.921052,-0.000056,0.000035,-0.000000
0.200000,-1.520000,0.480096,0.080000,-8828742057.654970,-3872229.507114,1049973.164248,-13962.440204,-0.000057,0.000036,-0.000000
0.280000,-1.520000,0.480116,0.080000,-8828722601.375042,-3965738.600367,1143216.139597,-10619.500464,-0.000059,0.000037,-0.000000
0.360000,-1.520000,0.480001,0.080000,-8828695803.240351,-4093852.678059,1270954.572297,2306.171527,-0.000061,0.000040,0.000000
0.440000,-1.520000,0.480086,0.080000,-8828660844.115383,-4259642.535507,1436239.619088,28549.204204,-0.000064,0.000043,0.000001
0.520000,-1.520000,0.480126,0.080000,-8828616664.122877,-4467105.237839,1643041.412298,72706.647221,-0.000068,0.000047,0.000001
0.600000,-1.520000,0.480001,0.080000,-8828561937.217430,-4721269.197291,1896352.282356,140572.796929,-0.000073,0.000052,0.000003
0.680000,-1.520000,0.480077,0.080000,-8828495039.227785,-5028315.857654,2202306.008492,239584.006748,-0.000079,0.000057,0.000005
0.760000,-1.520000,0.480138,0.080000,-8828414008.618219,-5395709.349494,2568304.225228,379419.571287,-0.000086,0.000064,0.000007
0.840000,-1.520000,0.480003,0.080000,-8828316499.185175,-5832315.754637,3003131.629200,572823.374714,-0.000094,0.000073,0.000011
0.920000,-1.520000,0.480069,0.080000,-8828199723.993296,-6348476.061532,3517023.913742,836737.645784,-0.000104,0.000082,0.000016
1.000000,-1.520000,0.480149,0.080000,-8828060390.188461,-6955964.754657,4121620.621260,1193877.892671,-0.000115,0.000094,0.000022
1.080000,-1.520000,0.480005,0.080000,-8827894625.112617,-7667708.468580,4829678.002250,1674930.477677,-0.000128,0.000107,0.000032
1.160000,-1.520000,0.480061,0.080000,-8827697895.769630,-8497036.151169,5654315.210263,2321624.466405,-0.000144,0.000123,0.000044
1.240000,-1.520000,0.480162,0.080000,-8827464926.829313,-9456048.733832,6607386.068619,3191017.053411,-0.000162,0.000141,0.000060
1.320000,-1.520000,0.480007,0.080000,-8827189628.214510,-10552370.441430,7696247.785117,4361425.090377,-0.000183,0.000161,0.000082
1.400000,-1.520000,0.480054,0.080000,-8826865054.023329,-11782969.012353,8917632.744510,5940490.048589,-0.000206,0.000184,0.000112
1.480000,-1.520000,0.480174,0.080000,-8826483433.838665,-13122730.824913,10246346.598800,8075755.345482,-0.000231,0.000209,0.000152
1.560000,-1.520000,0.480010,0.080000,-8826036351.845158,-14503776.966449,11614848.863600,10967545.354247,-0.000257,0.000235,0.000207
1.640000,-1.520000,0.480047,0.080000,-8825515209.494385,-15778763.590590,12877082.553967,14882106.172837,-0.000281,0.000259,0.000280
1.720000,-1.520000,0.480187,0.080000,-8824912210.997534,-16657445.060145,13746019.564933,20158193.676985,-0.000297,0.000275,0.000380
1.800000,-1.520000,0.480013,0.080000,-8824222281.790073,-16601532.799952,13690149.171194,27189021.327259,-0.000296,0.000274,0.000512
1.880000,-1.520000,0.480040,0.080000,-8823446591.401007,-14663440.444440,11774358.659585,36337258.510693,-0.000260,0.000238,0.000685
1.960000,-1.520000,0.480201,0.080000,-8822598689.248749,-9178765.144939,6105677.352847,47841061.760689,-0.000156,0.000132,0.000901
2.040000,-1.520000,0.460171,0.080000,-8821714506.009573,2099372.970796,-5231012.205256,60389050.937737,0.000057,-0.000081,0.001138
2.120000,-1.520000,0.380207,0.080000,-8820867016.002850,21648268.854198,-25254251.018128,72035384.603424,0.000428,-0.000455,0.001357
-2.120000,-1.440000,0.380079,0.080000,-8822236575.111517,27313469.260852,-30394965.851785,-50234040.384857,0.000532,-0.000555,-0.000946
-2.040000,-1.440000,0.460065,0.080000,-8822717811.978996,11615496.053730,-14431949.032230,-46122937.775357,0.000235,-0.000256,-0.000869
-1.960000,-1.440000,0.540056,0.080000,-8823292129.067120,898012.813841,-3707562.638206,-39452696.391006,0.000033,-0.000054,-0.000743
-1.880000,-1.440000,0.560035,0.080000,-8823891052.031582,-5694821.911745,3045126.131783,-32113775.143940,-0.000092,0.000072,-0.000605
-1.800000,-1.440000,0.560012,0.080000,-8824472591.151533,-9242952.873585,6532767.793186,-25490618.698228,-0.000159,0.000138,-0.000480
-1.720000,-1.440000,0.560161,0.080000,-8825013681.322071,-10873250.749110,8119751.616051,-19909819.753441,-0.000189,0.000169,-0.000375
-1.640000,-1.440000,0.560040,0.080000,-8825503629.419561,-11335659.580996,8553517.682055,-15405054.009791,-0.000198,0.000177,-0.000290
-1.560000,-1.440000,0.560009,0.080000,-8825939303.416178,-11131191.348318,8331034.858811,-11856178.183343,-0.000194,0.000173,-0.000223
-1.480000,-1.440000,0.560149,0.080000,-8826321903.223970,-10576584.375525,7765511.553872,-9098023.749242,-0.000183,0.000162,-0.000171
-1.400000,-1.440000,0.560046,0.080000,-8826654912.786404,-9863978.126392,7046513.264307,-6969644.109675,-0.000170,0.000149,-0.000131
-1.320000,-1.440000,0.560006,0.080000,-8826942854.882662,-9105536.684795,6284477.238336,-5332589.896470,-0.000156,0.000134,-0.000100
-1.240000,-1.440000,0.560138,0.080000,-8827190562.746931,-8363799.684950,5540835.896500,-4074710.617670,-0.000142,0.000120,-0.000077
-1.160000,-1.440000,0.560052,0.080000,-8827402773.015789,-7671296.921362,4847428.021878,-3108015.063137,-0.000129,0.000107,-0.000059
-1.080000,-1.440000,0.560004,0.080000,-8827583913.280178,-7042844.217454,4218645.799086,-2364645.855133,-0.000117,0.000095,-0.000045
-1.000000,-1.440000,0.560128,0.080000,-8827738004.651468,-6483098.811443,3658890.238712,-1792725.013235,-0.000106,0.000085,-0.000034
-0.920000,-1.440000,0.560059,0.080000,-8827868630.377052,-5991132.097879,3167079.742496,-1352724.501338,-0.000097,0.000076,-0.000025
-0.840000,-1.440000,0.560003,0.080000,-8827978940.844101,-5563158.608067,2739338.840456,-1014522.050837,-0.000089,0.000068,-0.000019
-0.760000,-1.440000,0.560118,0.080000,-8828071677.257290,-5194138.548218,2370575.856363,-755102.809073,-0.000082,0.000061,-0.000014
-0.680000,-1.440000,0.560066,0.080000,-8828149203.579933,-4878698.526915,2055388.386868,-556801.994265,-0.000076,0.000055,-0.000010
-0.600000,-1.440000,0.560001,0.080000,-8828213540.751282,-4611643.456303,1788565.912540,-405975.523979,-0.000071,0.000050,-0.000008
-0.520000,-1.440000,0.560108,0.080000,-8828266399.845768,-4388226.283759,1565353.853116,-291998.688768,-0.000067,0.000045,-0.000006
-0.440000,-1.440000,0.560074,0.080000,-8828309212.413374,-4204276.805463,1381578.984423,-206511.614930,-0.000063,0.000042,-0.000004
-0.360000,-1.440000,0.560000,0.080000,-8828343157.154741,-4056250.957733,1233696.625956,-142848.143191,-0.000060,0.000039,-0.000003
-0.280000,-1.440000,0.560099,0.080000,-8828369182.603670,-3941237.504139,1118796.123439,-95599.726382,-0.000058,0.000037,-0.000002
-0.200000,-1.440000,0.560082,0.080000,-8828388025.765736,-3856944.345857,1034586.400030,-60277.685918,-0.000057,0.000035,-0.000001
-0.120000,-1.440000,0.560000,0.080000,-8828400226.796608,-3801677.588909,979374.589415,-33045.992455,-0.000056,0.000034,-0.000001
-0.040000,-1.440000,0.560090,0.080000,-8828406139.851360,-3774321.093173,952045.354854,-10503.157768,-0.000055,0.000034,-0.000000
0.040000,-1.440000,0.560090,0.080000,-8828405940.233820,-3774320.932785,952045.196326,10503.685730,-0.000055,0.000034,0.000000
0.120000,-1.440000,0.560000,0.080000,-8828399627.944981,-3801677.107526,979374.108399,33046.495365,-0.000056,0.000034,0.000001
0.200000,-1.440000,0.560082,0.080000,-8828387027.683121,-3856943.533792,1034585.589071,60278.137344,-0.000057,0.000035,0.000001
0.280000,-1.440000,0.560099,0.080000,-8828367785.295254,-3941236.348515,1118794.967208,95600.097859,-0.000058,0.000037,0.000002
0.360000,-1.440000,0.560000,0.080000,-8828341360.627966,-4056249.435170,1233695.107028,142848.402377,-0.000060,0.000039,0.000003
0.440000,-1.440000,0.560074,0.080000,-8828307016.677956,-4204274.891509,1381577.072610,206511.724883,-0.000063,0.000042,0.000004
0.520000,-1.440000,0.560108,0.080000,-8828263804.913982,-4388223.943214,1565351.515586,291998.605890,-0.000067,0.000045,0.000006
0.600000,-1.440000,0.560001,0.080000,-8828210546.638113,-4611640.648773,1788563.107731,405975.195428,-0.000071,0.000050,0.000008
0.680000,-1.440000,0.560066,0.080000,-8828145810.303373,-4878695.202465,2055385.065661,556801.355699,-0.000076,0.000055,0.000010
0.760000,-1.440000,0.560118,0.080000,-8828067884.838631,-5194134.649177,2370571.960105,755101.780650,-0.000082,0.000061,0.000014
0.840000,-1.440000,0.560003,0.080000,-8827974749.308325,-5563154.067357,2739334.302008,1014520.532383,-0.000089,0.000068,0.000019
0.920000,-1.440000,0.560059,0.080000,-8827864039.753256,-5991126.839560,3167074.486147,1352722.366445,-0.000097,0.000076,0.000025
